[2026-08-04 23:27:26] [INIT] Fast Retry Limit Reached. Entering persistent loop mode.
[2026-08-04 23:27:26] [INIT] Starting dial initialization...
[2026-08-04 23:27:26] [INIT] Waiting for ql_data_call_init...
[2026-08-04 23:27:26] [INIT] data_call_init OK.
[2026-08-04 23:27:26] [INIT] ql_nw_init OK.
[2026-08-04 23:27:26] [SIM] sim_init OK
[2026-08-04 23:27:26] [INIT] ICCID: (empty)
[2026-08-04 23:27:26] [INIT] SIM init state: UNKNOWN
[2026-08-04 23:27:26] [INIT] IMEI:  865965086914080
[2026-08-04 23:27:26] [INIT] FW:    (unknown)
[2026-08-04 23:27:26] [INIT] SUB:   (unknown)
[2026-08-04 23:27:26] [INIT] AP_FW: (unknown)
[2026-08-04 23:27:26] [INIT] CP_FW: (unknown)
[2026-08-04 23:27:26] [INIT] IMSI:  460089087110299
[2026-08-04 23:27:26] [APN] load from apn.json (path=/usr/dial/apn.json, count=0)
[2026-08-04 23:27:26] [INIT] APN set success
[2026-08-04 23:27:26] [INIT] set_reconnect_mode(NORMAL): OK
[2026-08-04 23:27:26] [INIT] ql_data_call_config: OK
[2026-08-04 23:27:26] [INIT] Starting Data Call...
[2026-08-04 23:27:26] [HEARTBEAT] SIM_AT:UNKNOWN | SIM_CB:UNKNOWN | REG:1 | SRV:0 RAT:LTE DENY:6 | CSQ:99 | LTE:N/A | TEMP:-1 | DownTime:0s
[2026-08-04 23:32:26] [HEARTBEAT] SIM_AT:UNKNOWN | SIM_CB:UNKNOWN | REG:1 | SRV:0 RAT:LTE DENY:6 | CSQ:99 | LTE:N/A | TEMP:-1 | DownTime:298s
[2026-08-04 23:34:06] [HEARTBEAT] SIM_AT:UNKNOWN | SIM_CB:UNKNOWN | REG:1 | SRV:0 RAT:LTE DENY:6 | CSQ:99 | LTE:N/A | TEMP:-1 | DownTime:328s
[2026-08-04 23:34:06] [INFO] never-connected, policy recovery (L1/L2/L3) gated. Downtime 330s, REG=1, suspected SIM/account issue (e.g. suspended / no data plan).
[2026-08-04 23:34:06] [HEARTBEAT] SIM_AT:UNKNOWN | SIM_CB:UNKNOWN | REG:1 | SRV:0 RAT:LTE DENY:6 | CSQ:99 | LTE:N/A | TEMP:-1 | DownTime:358s
[2026-08-04 23:34:06] [HEARTBEAT] SIM_AT:UNKNOWN | SIM_CB:UNKNOWN | REG:1 | SRV:0 RAT:LTE DENY:6 | CSQ:99 | LTE:N/A | TEMP:-1 | DownTime:388s
[2026-08-04 23:35:46] [HEARTBEAT] SIM_AT:UNKNOWN | SIM_CB:UNKNOWN | REG:1 | SRV:0 RAT:LTE DENY:6 | CSQ:99 | LTE:N/A | TEMP:-1 | DownTime:418s
[2026-08-04 23:35:46] [HEARTBEAT] SIM_AT:UNKNOWN | SIM_CB:UNKNOWN | REG:1 | SRV:0 RAT:LTE DENY:6 | CSQ:99 | LTE:N/A | TEMP:-1 | DownTime:448s
[2026-08-04 23:35:46] [HEARTBEAT] SIM_AT:UNKNOWN | SIM_CB:UNKNOWN | REG:1 | SRV:0 RAT:LTE DENY:6 | CSQ:99 | LTE:N/A | TEMP:-1 | DownTime:478s
[2026-08-04 23:35:46] [HEARTBEAT] SIM_AT:UNKNOWN | SIM_CB:UNKNOWN | REG:1 | SRV:0 RAT:LTE DENY:6 | CSQ:99 | LTE:N/A | TEMP:-1 | DownTime:508s
[2026-08-04 23:37:26] [HEARTBEAT] SIM_AT:UNKNOWN | SIM_CB:UNKNOWN | REG:1 | SRV:0 RAT:LTE DENY:6 | CSQ:99 | LTE:N/A | TEMP:-1 | DownTime:538s
[2026-08-04 23:37:26] [HEARTBEAT] SIM_AT:UNKNOWN | SIM_CB:UNKNOWN | REG:1 | SRV:0 RAT:LTE DENY:6 | CSQ:99 | LTE:N/A | TEMP:-1 | DownTime:568s
[2026-08-04 23:37:26] [HEARTBEAT] SIM_AT:UNKNOWN | SIM_CB:UNKNOWN | REG:1 | SRV:0 RAT:LTE DENY:6 | CSQ:99 | LTE:N/A | TEMP:-1 | DownTime:598s
[2026-08-04 23:39:06] [HEARTBEAT] SIM_AT:UNKNOWN | SIM_CB:UNKNOWN | REG:1 | SRV:0 RAT:LTE DENY:6 | CSQ:99 | LTE:N/A | TEMP:-1 | DownTime:628s
[2026-08-04 23:39:06] [HEARTBEAT] SIM_AT:UNKNOWN | SIM_CB:UNKNOWN | REG:1 | SRV:0 RAT:LTE DENY:6 | CSQ:99 | LTE:N/A | TEMP:-1 | DownTime:658s
[2026-08-04 23:39:06] [HEARTBEAT] SIM_AT:UNKNOWN | SIM_CB:UNKNOWN | REG:1 | SRV:0 RAT:LTE DENY:6 | CSQ:99 | LTE:N/A | TEMP:-1 | DownTime:688s
[2026-08-04 23:40:46] [HEARTBEAT] SIM_AT:UNKNOWN | SIM_CB:UNKNOWN | REG:1 | SRV:0 RAT:LTE DENY:6 | CSQ:99 | LTE:N/A | TEMP:-1 | DownTime:718s
[2026-08-04 23:40:46] [HEARTBEAT] SIM_AT:UNKNOWN | SIM_CB:UNKNOWN | REG:1 | SRV:0 RAT:LTE DENY:6 | CSQ:99 | LTE:N/A | TEMP:-1 | DownTime:748s
[2026-08-04 23:40:46] [HEARTBEAT] SIM_AT:UNKNOWN | SIM_CB:UNKNOWN | REG:1 | SRV:0 RAT:LTE DENY:6 | CSQ:99 | LTE:N/A | TEMP:-1 | DownTime:778s
[2026-08-04 23:40:46] [HEARTBEAT] SIM_AT:UNKNOWN | SIM_CB:UNKNOWN | REG:1 | SRV:0 RAT:LTE DENY:6 | CSQ:99 | LTE:N/A | TEMP:-1 | DownTime:808s
[2026-08-04 23:42:26] [HEARTBEAT] SIM_AT:UNKNOWN | SIM_CB:UNKNOWN | REG:1 | SRV:0 RAT:LTE DENY:6 | CSQ:99 | LTE:N/A | TEMP:-1 | DownTime:838s
[2026-08-04 23:42:26] [HEARTBEAT] SIM_AT:UNKNOWN | SIM_CB:UNKNOWN | REG:1 | SRV:0 RAT:LTE DENY:6 | CSQ:99 | LTE:N/A | TEMP:-1 | DownTime:869s
